Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Badu,UDN,SERI,M,3,79,0,0,0,0,0,2,0,1,1,18,21,0,0,0,0,3,1
Samuel Umtiti,BAR,UCL,D,1,79,0,1,1,0,0,0,0,0,0,62,68,0,0,0,0,0,0
Till Cissokho,BDX,FRAN,D,1,79,0,0,0,0,0,0,0,1,1,29,36,0,0,1,0,1,3
William Vainqueur,MON,FRAN,M,3,78,0,0,0,0,0,0,0,0,1,57,63,0,0,2,0,2,0
Kevin Soni,GIR,LIGA,M,5,78,1,0,0,0,0,2,0,3,2,18,22,0,0,6,0,5,0
Rick Karsdorp,ROM,UCL,D,2,76,1,0,0,0,0,1,0,1,1,23,32,0,0,1,0,0,2
Luca Valzania,ATA,SERI,M,2,73,0,0,0,0,0,0,0,0,0,20,26,0,0,1,0,1,0
Manuel Iturra,VIL,LIGA,M,3,73,1,0,0,0,0,0,0,0,1,45,54,0,0,0,0,0,2
Daniel Alejandro Torres,ALA,LIGA,M,2,71,1,0,0,0,0,0,0,0,1,13,15,0,0,0,0,0,0
Martin Zeman,VPL,UCL,M,1,71,0,0,0,0,0,3,1,2,1,18,23,1,0,0,0,0,1
Cristoph Janker,AUG,BUND,D,4,70,0,0,0,0,0,0,0,0,1,24,28,0,0,0,0,0,1
Aaron Rowe,HUD,EPL,M,2,69,0,0,0,0,0,0,0,0,0,13,20,0,0,1,0,0,1
Leonardo Spinazzola,JUV,UCL,M/D,1,67,0,0,0,0,0,7,3,3,0,33,43,3,0,2,0,5,0
Benjamin Henrichs,LEV,BUND,D,1,64,1,0,0,0,0,2,1,0,1,27,33,1,0,0,0,0,0
Joe Willock,ARS,EPL,M,2,64,0,0,0,0,0,0,0,0,2,12,15,0,0,0,0,3,0
Dennis Geiger,HOF,UCL,M,1,63,0,0,0,0,0,1,0,0,2,4,8,0,0,0,0,0,0
Ben Gibson,BUR,EPL,D,1,63,1,0,0,0,0,0,0,0,0,22,33,0,0,0,0,1,2
Marco Fabian,EF,BUND,M,1,63,0,0,0,0,0,1,0,0,1,8,12,0,0,1,0,1,0
Ben Johnson,WHU,EPL,D,1,63,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,3
Kyle Walker-Peters,TOT,UCL,D,1,61,1,0,0,0,0,2,0,1,2,30,33,0,0,2,0,1,0
Grigoris Kastanos,JUV,SERI,M,1,61,0,0,0,0,0,0,0,0,2,16,19,0,0,1,0,1,0
Moreto Cassama,REI,FRAN,M,1,60,0,0,0,0,0,0,0,0,0,39,48,0,0,1,0,0,2
Oliver Solet,LYO,FRAN,D,1,60,1,0,0,0,0,0,0,0,0,43,46,0,0,0,0,0,0
Javier Pastore,ROM,UCL,M,1,59,0,0,0,0,0,3,2,1,0,43,51,0,0,2,0,4,0
Sebastian Jung,WOL,BUND,D,1,57,0,0,0,0,0,7,3,1,0,40,46,3,0,0,0,0,1
Fousseni Diabate,LEI,EPL,M,1,55,0,0,0,0,0,2,1,1,1,8,14,1,0,0,0,0,0
Pepin,PAR,SERI,M,1,53,0,0,0,0,0,3,0,0,0,10,15,0,0,2,0,0,0
Corentin Tolisso,BAY,BUND,M,2,52,0,0,0,0,0,0,0,2,1,34,43,0,0,0,0,3,0
Lato,VAL,UCL,D,1,51,1,0,0,0,0,1,0,0,1,20,24,0,0,0,0,0,0
Cristian Ganea,ATH,LIGA,D,1,50,0,0,0,0,0,1,0,0,1,9,9,0,0,0,0,0,2
Abdelhamid Sabiri,HUD,EPL,M,2,48,0,0,0,0,0,0,0,0,1,7,8,0,0,0,0,1,0
Aly Ndom,CAE,FRAN,M,1,45,1,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,1
Marcos Rojo,MUN,UCL,D,1,45,0,0,0,0,0,1,1,0,1,22,26,1,0,1,0,0,2
Andres Felipe Solano Davila,ATL,LIGA,D,1,45,0,0,0,0,0,0,0,0,1,20,26,0,0,0,0,0,1
Demeaco Duhaney,HUD,EPL,D,1,45,0,0,0,0,0,2,0,0,2,15,19,0,0,0,0,0,1
Krepin Diatta,CB,UCL,F/M,2,7,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
Paulinho,LEV,BUND,M,16,175,0,0,0,0,0,3,1,2,1,81,96,1,0,10,0,11,0
Jazz Richards,CC,EPL,D,4,129,0,0,0,0,0,0,0,0,0,18,26,0,0,0,0,0,5
Yoann Gourcuff,DIJ,FRAN,M,8,127,0,0,0,0,0,6,2,3,3,65,77,1,0,1,0,6,1
Felix Gotze,AUG,BUND,D,6,121,0,0,0,0,0,1,0,0,1,24,32,0,0,0,0,2,7
Dion Cools,CB,UCL,D,2,118,0,0,0,0,0,6,0,0,2,18,33,0,0,0,0,1,2
Reiss Nelson,HOF,UCL,F/M,5,113,0,0,0,0,0,3,1,4,1,33,38,1,0,8,0,9,1
Facundo Piriz,MTP,FRAN,M,6,112,0,0,0,0,0,0,0,0,0,51,64,0,0,1,0,2,2
Marc Stendera,EF,BUND,M,7,107,0,0,0,0,0,0,0,1,0,81,97,0,0,0,0,0,0
Dejan Kulusevski,ATA,SERI,M,3,103,0,0,0,0,0,3,0,0,1,43,59,0,0,2,0,4,0
Neeskens Kebano,FUL,EPL,M,7,103,0,0,0,0,0,2,1,0,1,24,29,1,0,4,0,2,3
Selcuk Inan,GAL,UCL,M/D,5,101,0,0,0,0,0,1,0,0,5,72,83,0,0,0,0,1,1
Marko Pajac,CAG,SERI,M/D,3,98,0,0,0,0,0,14,3,1,0,32,39,0,0,1,0,3,1
Vitolo,ATL,UCL,M,4,96,1,0,0,0,0,4,1,1,6,37,41,0,0,3,0,5,2
Daley Sinkgraven,AJX,UCL,M/D,2,94,0,0,0,0,0,1,0,2,1,32,41,0,0,1,0,0,3
Ramadan Sobhi,HUD,EPL,M,4,75,0,0,0,0,0,3,1,3,1,37,43,1,0,2,0,3,0
Alphonso Davies,BAY,BUND,M,6,74,1,0,0,0,0,1,0,0,0,27,31,0,0,3,0,3,0
Abdul-Rahman Baba,SKE,UCL,D,1,74,0,0,0,0,0,2,1,1,1,27,34,1,0,1,0,1,2
Paul Baysse,BDX,FRAN,D,1,73,1,0,0,0,0,0,0,0,0,24,33,0,0,0,0,0,6
Matty Daly,HUD,EPL,M,2,73,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,1,0
Yoric Ravet,FBG,BUND,M,4,72,0,0,0,0,0,4,0,1,0,18,24,0,0,2,0,5,1
Robert Ibanez,GET,LIGA,M,7,71,1,0,0,0,0,0,0,0,5,17,19,0,0,3,0,3,0
Denis Suarez,ARS,EPL,M,4,67,0,0,0,0,0,0,0,0,1,31,34,0,0,4,0,0,0
Miguel Mari Sanchez,EIB,LIGA,M,2,67,0,0,0,0,0,0,0,0,1,36,40,0,0,0,0,0,2
Axel Disasi,REI,FRAN,D,3,67,0,0,0,0,0,0,0,0,0,30,42,0,0,1,0,0,3
Rajko Brezanic,HUE,LIGA,D,1,66,0,0,0,0,0,2,0,0,1,10,15,0,0,0,0,0,0
Harisson Manzala,ANG,FRAN,M,8,66,0,0,0,0,0,4,0,0,3,14,24,0,0,0,0,6,1
Arnold Bouka Moutou,DIJ,FRAN,D,3,64,0,0,0,0,0,0,0,0,1,18,26,0,0,1,0,1,1
Ibrahim Karamoko,CHV,SERI,M,2,63,0,0,0,0,0,2,1,1,0,12,17,1,0,1,0,2,1
Andrea Ranocchia,INT,SERI,D,4,61,1,0,0,0,0,0,0,0,0,16,30,0,0,0,0,3,3
Dennis Jastrzembski,HB,BUND,F/M,5,58,1,0,0,0,0,2,0,1,1,11,15,0,0,1,0,2,0
Han-Noah Massengo,MON,FRAN,M,3,58,0,0,0,0,0,0,0,0,1,17,20,0,0,1,0,1,1
Sueng-Ho Paik,GIR,LIGA,M,3,58,0,0,0,0,0,0,0,0,2,17,20,0,0,0,0,1,1
Rayan Ait Nouri,ANG,FRAN,D,3,55,1,0,0,0,0,0,0,0,1,28,33,0,0,0,0,2,1
Stephane Omeonga,GEN,SERI,M,3,54,1,0,0,0,0,0,0,2,1,20,26,0,0,0,0,0,2
John Yeboah Zamora,WOL,BUND,M,2,54,0,0,0,0,0,1,1,2,3,16,21,1,1,2,0,3,0
Omer Bayram,GAL,UCL,D,2,54,0,0,0,0,0,5,1,0,3,32,40,1,0,1,0,0,0
Berkay Ozcan,SGT,BUND,M,3,50,0,0,0,0,0,1,0,0,2,27,31,0,0,1,0,0,0
Markel Bergara,GET,LIGA,M,3,50,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,1,2
Eric Maxim Choupo-Moting,PSG,UCL,F/M,4,50,0,0,0,0,0,0,0,1,0,16,21,0,1,0,0,6,0
Giannis Gianniotas,AEK,UCL,M,2,49,0,0,0,0,0,2,0,1,3,6,14,0,0,2,0,4,0
Khephren Thuram-Ulien,MON,UCL,M,2,48,0,0,0,0,0,0,0,1,2,29,33,0,0,0,0,0,0
Khetag Khosonov,CSK,UCL,M,2,47,0,0,0,0,0,6,0,1,0,31,36,0,0,1,0,5,0
Nicky Medja Beloko,FIO,SERI,M,1,45,1,0,0,0,0,0,0,0,0,5,10,0,0,0,0,1,0
Arkadiusz Reca,ATA,SERI,M/D,3,45,0,0,0,0,0,5,3,2,2,20,26,3,1,2,0,2,0
Emil Hallfredsson,UDN,SERI,M,2,45,0,0,0,0,0,0,0,1,1,26,29,0,0,0,0,0,1
Lazar Markovic,FUL,EPL,F/M,1,45,0,0,0,0,0,0,0,1,0,28,29,0,0,1,0,2,2
Javi Sanchez,RMD,LIGA,D,1,45,1,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,4
Cristian Lema,BEN,UCL,D,1,45,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,4
Davor Lovren,DUS,BUND,M,2,44,0,0,0,0,0,1,0,0,1,12,16,0,0,0,0,0,0
Alfa Semedo,ESP,LIGA,M,3,42,1,0,0,0,0,1,0,1,0,17,21,0,0,2,0,1,0
Hans Nunoo Sarpei,SGT,BUND,M,2,40,0,0,0,0,0,0,0,0,0,7,14,0,0,1,0,0,0
Collin Quaner,HUD,EPL,F/M,2,37,0,0,0,0,0,0,0,1,0,13,17,0,0,1,0,0,0
Emerson Hyndman,BOU,EPL,M,1,37,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0
Ivo Ilicevic,FCN,BUND,F/M,3,36,1,0,0,0,0,0,0,0,2,11,14,0,0,1,0,0,0
Leandro Paredes,PSG,UCL,M,2,35,1,0,0,0,0,0,0,0,3,47,51,0,0,0,0,0,0
Juanjo Camacho,HUE,LIGA,M,3,34,0,0,0,0,0,2,0,2,0,12,22,0,0,2,0,6,1
Valentin Vada,BDX,FRAN,M,2,34,0,0,0,0,0,0,0,1,1,22,25,0,0,0,0,0,0
Assil Jaziri,NIC,FRAN,F/M,3,34,0,0,0,0,0,3,1,1,1,16,21,1,0,1,0,2,0
Ubong Moses Ekpai,VPL,UCL,M,2,33,0,0,0,0,0,1,0,0,1,9,13,0,0,1,0,0,0
Dani de Wit,AJX,UCL,M,2,32,0,0,0,0,0,0,0,0,1,9,13,0,0,1,0,2,1
Marko Jankovic,SPL,SERI,F/M,3,32,1,0,0,0,0,1,0,1,3,16,20,0,0,2,0,1,0
Jordi Mboula,MON,UCL,F/M,1,32,0,0,0,0,0,3,1,1,1,9,11,1,0,2,0,3,0
Timothy Chandler,EF,BUND,D,2,32,0,0,0,0,0,4,2,2,0,4,4,2,0,0,0,2,0
Bilal Boutobba,MTP,FRAN,M,2,31,0,0,0,0,0,1,1,1,3,12,13,1,0,2,0,5,0
Adem Ljajic,TOR,SERI,M,1,29,0,0,0,0,0,2,0,0,1,18,21,0,0,0,0,2,0
Pierrick Valdivia,NIM,FRAN,M,2,29,0,0,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0
Bruno Jordao,LAZ,SERI,M,2,29,0,0,0,0,0,0,0,0,0,17,22,0,0,1,0,4,0
Shinji Kagawa,DOR,UCL,M,1,28,1,0,0,0,0,0,0,1,1,18,24,0,1,1,0,4,1
Emile Smith-Rowe,RBL,BUND,F/M,3,28,0,0,0,0,0,0,0,1,1,14,18,0,1,1,0,2,0
Roberto Lopez Alcaide,RSO,LIGA,M,1,28,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2
Nadiem Amiri,HOF,UCL,M,1,27,0,0,0,0,0,2,0,1,0,16,19,0,0,1,0,1,0
Juan Manuel Valencia,BGN,SERI,M,1,27,1,0,0,0,0,1,0,0,0,10,10,0,0,0,0,0,0
Bruno Costa,POR,UCL,M,2,26,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,0
Ben Wilmot,WAT,EPL,D,2,26,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,1
Laszlo Benes,BM,BUND,M,1,26,0,0,0,0,0,0,0,0,1,8,14,0,0,0,0,0,0
Bakary Sako,CRY,EPL,M,4,26,0,0,0,0,0,3,0,0,0,8,10,0,0,0,0,0,0
Ante Coric,ROM,UCL,M,1,26,0,0,0,0,0,1,0,0,0,11,12,0,0,0,0,0,0
Victor Moses,CHE,EPL,M/D,2,26,0,0,0,0,0,0,0,1,1,10,13,0,0,0,0,3,0
Lukas Jager,FCN,BUND,D,2,25,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0
Angel Almeida Gomes,MUN,EPL,F/M,2,25,0,0,0,0,0,1,0,0,0,20,21,0,0,0,0,1,0
Luca Pellegrini,ROM,UCL,D,2,25,0,1,1,0,0,1,0,0,0,11,14,0,0,0,0,3,1
Michal Sadilek,PSV,UCL,M,1,25,1,0,0,0,0,1,0,0,1,9,10,0,0,0,0,0,3
Mickael Panos,ETI,FRAN,D,1,24,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,1,0
Lukas Rupp,HOF,BUND,M,1,24,0,0,0,0,0,2,0,1,0,6,11,0,0,0,0,2,0
Denis Suarez,BAR,UCL,M,2,24,0,0,0,0,0,0,0,1,0,11,16,0,0,0,0,2,0
Nicolas Isimat-Mirin,PSV,UCL,D,1,24,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3
Andrija Balic,UDN,SERI,M,4,23,0,0,0,0,0,1,0,1,0,25,25,0,0,0,0,0,0
Hakim El Mokkedem,TOU,FRAN,M,2,23,0,0,0,0,0,1,1,1,0,11,13,1,1,0,0,0,0
Adam Ounas,NAP,UCL,F/M,2,22,0,0,0,0,0,3,0,0,2,8,10,0,0,2,0,0,0
Ante Coric,ROM,SERI,M,2,22,0,0,0,0,0,4,1,0,0,8,10,0,0,0,0,0,0
Gary Cahill,CHE,EPL,D,2,22,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,1
Georges-Kevin Nkoudou,MON,FRAN,M,3,21,0,0,0,0,0,0,0,0,3,8,11,0,0,1,0,2,0
Adama Traore,MON,UCL,M,1,21,1,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0
Loic Damour,CC,EPL,M,2,21,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0
Kang-In Lee,VAL,LIGA,M,3,21,1,0,0,0,0,6,1,1,0,11,13,1,0,0,0,0,0
Luan Peres,CB,UCL,D,1,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2
Albert-Nicolas Lottin,BDX,FRAN,M,2,20,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0
Faouzi Ghoulam,NAP,UCL,D,1,20,0,0,0,0,0,2,0,0,1,16,21,0,0,0,0,0,0
Alex Oxlade-Chamberlain,LIV,EPL,M,2,19,0,0,0,0,0,0,0,1,1,10,13,0,0,1,0,2,0
Konstantin Kuchaev,CSK,UCL,M,2,19,0,0,0,0,0,0,0,1,0,19,19,0,0,0,0,1,0
Johan Mojica,GIR,LIGA,M/D,1,19,0,0,0,0,0,2,0,0,1,5,6,0,0,0,0,0,0
Jorge,POR,UCL,D,1,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
Strahinja Tanasijevic,CHV,SERI,D,1,17,1,1,1,0,0,0,0,0,0,13,14,0,0,0,0,2,0
Denis Suarez,BAR,LIGA,M,2,17,0,0,0,0,0,1,1,1,1,11,15,1,0,3,0,3,0
Matheus Pereira da Silva,JUV,SERI,M,2,16,0,0,0,0,0,1,0,0,1,8,10,0,0,0,0,2,0
Jurgen Ekkelenkamp,AJX,UCL,M,1,15,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0
Elhadji Pape Diaw,ANG,FRAN,D,1,14,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0
Luca Matarese,FRO,SERI,M,2,14,1,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0
James McCarthy,EVE,EPL,M,1,14,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
Almamy Toure,MON,UCL,D,1,14,0,0,0,0,0,0,0,0,0,16,20,0,0,1,0,0,2
Sebastian Prodl,WAT,EPL,D,1,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Sacha Boey,REN,FRAN,D,1,13,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Pedro Brazao,NIC,FRAN,M,1,13,0,0,0,0,0,1,1,1,0,4,4,0,0,0,0,1,0
Ahmet Gurleyen,MAI,BUND,D,1,12,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,2,1
Jakub Blaszczykowski,WOL,BUND,M,1,12,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Julien Serrano,MON,UCL,D,1,12,0,0,0,0,0,2,0,0,0,10,10,0,0,0,0,0,0
Yann Bodiger,TOU,FRAN,M,1,12,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0
Tomas Hubocan,MAR,FRAN,D,1,11,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1
Jason Puncheon,CRY,EPL,M,5,11,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0
Dentinho,DON,UCL,F/M,2,11,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0
Yassine Fekir,LYO,FRAN,M,1,11,0,0,0,0,0,1,1,1,0,12,16,1,0,0,0,0,0
Giovani Lo Celso,PSG,FRAN,M,1,10,0,0,0,0,0,0,0,0,2,13,13,0,0,0,0,0,0
Alexander Szymanowski,LGN,LIGA,M,1,9,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0
Colin Dagba,PSG,UCL,D,1,9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
Mahdi Camara,ETI,FRAN,M,1,9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2
Mikhail Lysov,LMO,UCL,D,1,9,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
Woo-yeong Jeong,BAY,UCL,F/M,1,9,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0
Lisandro Magallan,AJX,UCL,D,2,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Alfons Amade,HOF,BUND,D,1,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
Rasmus Kristensen,AJX,UCL,D,1,8,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0
Chidozie Awaziem,POR,UCL,D,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alberto Moreno,LIV,UCL,D,1,8,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0
Jordan Ferri,LYO,UCL,M,1,8,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
Alessandro Murgia,LAZ,SERI,M,1,8,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0
Riechedly Bazoer,POR,UCL,M,1,7,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0
Moussa Diaby,PSG,UCL,M,1,7,0,0,0,0,0,2,0,0,1,5,5,0,0,0,0,0,0
Cody Gakpo,PSV,UCL,F/M,1,7,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
Paul Wade,NIC,FRAN,M,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Louis Carnot,GUI,FRAN,M,1,7,0,0,0,0,0,2,1,1,0,2,2,0,1,0,0,0,0
Martin Zubimendi,RSO,LIGA,M,1,6,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0
Vincenzo Grifo,HOF,UCL,M,1,6,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0
Jan-Ingwer Callsen-Bracker,AUG,BUND,D,1,6,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0
Marko Rog,NAP,UCL,M,2,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
Tofol Montiel,FIO,SERI,F/M,1,5,0,0,0,0,0,0,0,2,0,3,5,0,1,0,0,1,0
Reinildo Mandava,LIL,FRAN,D,2,5,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0
Gabriele Corbo,BGN,SERI,D,1,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
Woo-yeong Jeong,BAY,BUND,F/M,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
Zakaria Labyad,AJX,UCL,F/M,1,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Georges-Kevin Nkoudou,TOT,EPL,M,1,4,0,0,0,1,0,2,1,1,1,2,3,1,1,0,0,0,0
Kevin Rimane,PSG,FRAN,D,1,4,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0
Yann Karamoh,INT,SERI,M,1,4,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,1,0
Antonio Barreca,NEW,EPL,D,1,4,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
Yoann Andreu,ANG,FRAN,D,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armand Lauriente,REN,FRAN,M,1,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0
Mason Greenwood,MUN,UCL,M,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacen,REV,LIGA,M,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
Luke Amos,TOT,EPL,M,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Nicolas Janvier,REN,FRAN,M,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Jozo Stanic,AUG,BUND,D,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Moataz Zemzemi,STR,FRAN,M,2,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
Christopher Rocchia,MAR,FRAN,D,1,2,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,1
Gianni Munari,PAR,SERI,M,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Sascha Riether,SKE,BUND,D,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pape Souare,CRY,EPL,D,1,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0
Patrick Kammerbauer,FBG,BUND,M/D,1,1,0,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,1
Sergio Gomez,DOR,UCL,F/M,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Meritan Shabani,BAY,BUND,M,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0
Robin Hack,HOF,UCL,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Baak,HB,BUND,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Dreher,CRY,EPL,M,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Kenny Rocha Santos,ETI,FRAN,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arton Zekaj,LIL,FRAN,M,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Jordi Calavera,EIB,LIGA,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanasi Sy,AMN,FRAN,D,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gregory Wuthrich,YBO,UCL,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Rotenberg,LMO,UCL,D,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Saulo Decarli,CB,UCL,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Ibanez,ATA,SERI,D,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1
Rafael Camacho,LIV,EPL,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenny Pintor,LYO,FRAN,M,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Theo Sainte-Luce,NIM,FRAN,D,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
James Garner,MUN,EPL,M,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gianluca Gaetano,NAP,SERI,M,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Max Kilman,WLV,EPL,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Florin,VIL,LIGA,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Woods,CRY,EPL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepe Castano,VIL,LIGA,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javi Aparicio,REV,LIGA,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelyan Guessoum,NIM,FRAN,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Zedadka,NAP,SERI,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Belardinelli,EMP,SERI,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuele Ricci,EMP,SERI,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Garner,MUN,UCL,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amir Adouyev,MTP,FRAN,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Marongiu,CAG,SERI,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Uche,HUE,LIGA,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Pezzella,ROM,SERI,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Semeraro,ROM,SERI,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfons Amade,HOF,UCL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Stephane Singo,TOR,SERI,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Wahling,HOF,BUND,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javito,HUE,LIGA,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Coccolo,JUV,SERI,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redi Kasa,PAR,SERI,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
