Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Aymeric Laporte,MCI,UCL,D,10,882,1,0,0,0,0,4,1,2,6,758,820,1,0,2,0,7,37
Takashi Usami,DUS,BUND,M,19,876,1,0,0,2,1,47,13,13,11,166,218,4,0,13,0,19,10
Abdul-Rahman Baba,REI,FRAN,D,10,875,3,0,0,0,0,12,4,3,12,331,416,4,0,12,0,9,26
James Milner,LIV,UCL,M/D,11,874,1,0,0,2,1,48,11,19,9,438,536,5,1,4,0,17,9
Raheem Sterling,MCI,UCL,F/M,10,871,1,0,0,2,0,14,4,26,10,303,363,2,4,31,1,75,4
Olivier Boscagli,NIC,FRAN,D,14,863,1,0,0,1,0,32,6,11,22,437,550,2,1,6,0,3,33
Luca Valzania,FRO,SERI,M,12,859,3,0,0,1,0,9,3,11,15,182,236,3,4,7,0,18,7
Raul Garcia Carnero,GIR,LIGA,D,10,854,1,0,0,1,0,58,10,6,9,246,336,9,0,9,0,9,29
Enzo Loiodice,DIJ,FRAN,M,12,851,3,1,1,1,0,3,1,6,19,353,414,1,1,4,0,3,6
Chris Mepham,BOU,EPL,D,13,850,1,0,0,1,0,1,0,2,4,323,405,0,1,3,0,9,57
Kevin McDonald,FUL,EPL,M,15,842,4,1,1,0,0,1,0,4,6,493,578,0,0,0,0,2,20
Borja Fernandez Fernandez,REV,LIGA,M,19,839,4,0,0,0,0,2,1,1,6,299,379,1,0,1,0,10,25
Morgan Schneiderlin,EVE,EPL,M,14,835,2,0,0,1,1,2,1,8,7,483,545,1,1,2,0,3,15
Jean-Clair Todibo,TOU,FRAN,M,10,835,2,1,1,0,0,0,0,1,5,358,423,0,0,5,0,6,62
Takashi Inui,ALA,LIGA,M,12,834,0,0,0,0,0,27,2,4,16,177,226,2,2,14,0,16,2
Marius Wolf,DOR,BUND,M,16,831,1,0,1,0,0,19,4,8,13,474,561,3,2,11,0,19,12
Trent Alexander-Arnold,LIV,UCL,D,10,830,0,0,0,3,0,65,21,21,3,345,511,15,7,7,0,14,17
Noussair Mazraoui,AJX,UCL,M/D,11,829,3,0,0,0,0,8,2,3,8,252,298,2,0,13,0,13,13
Martin Harnik,BRE,BUND,M,18,827,2,0,0,2,0,10,1,13,6,162,258,1,2,4,0,60,8
Son Heung-Min,TOT,UCL,F/M,11,815,3,0,0,1,0,8,0,5,7,223,261,0,0,19,0,45,2
Miralem Pjanic,JUV,UCL,M,10,815,1,0,0,1,0,44,15,22,8,562,639,1,2,5,0,6,6
Hernan Perez,ESP,LIGA,M,19,797,1,0,0,2,0,39,5,14,15,161,222,5,2,20,0,35,11
Timothy Fosu-Mensah,FUL,EPL,D,12,794,3,0,0,0,0,15,3,6,1,330,405,3,0,8,0,9,25
Pablo Insua,HUE,LIGA,D,10,779,4,0,0,0,0,0,0,1,4,192,246,0,0,1,0,7,39
Luca Antonelli,EMP,SERI,D,13,761,1,0,0,1,0,8,0,7,22,232,324,0,1,5,0,18,22
Nadiem Amiri,HOF,BUND,M,13,758,1,0,0,1,0,11,2,16,14,312,357,2,1,20,0,21,4
Isaac Success,WAT,EPL,F/M,30,1039,4,0,0,1,0,13,1,20,48,249,349,1,4,13,0,57,11
Erik Lamela,TOT,EPL,M,19,972,2,0,0,2,0,28,10,23,18,351,422,2,4,20,0,60,1
Fabio Borini,MIL,SERI,F/M,19,968,3,0,0,2,0,15,0,13,31,232,321,0,1,8,0,32,16
Nabil El Zhar,LGN,LIGA,M,27,954,0,0,0,0,0,38,15,17,11,194,258,11,0,26,0,35,1
Thiago Maia,LIL,FRAN,M,23,941,4,0,0,1,0,2,1,6,13,452,543,1,1,4,0,4,20
Beram Kayal,BHA,EPL,M,18,937,4,0,0,1,0,10,1,4,7,193,271,1,2,11,0,10,25
Christian Pulisic,DOR,BUND,M,20,923,2,0,0,4,0,39,8,19,27,384,483,1,5,42,0,77,9
Colin Dagba,PSG,FRAN,D,17,912,2,0,0,2,0,17,5,14,6,535,575,5,3,10,0,29,10
Nicholas Opoku,UDN,SERI,D,12,910,5,0,0,0,0,1,1,1,4,321,374,1,0,4,0,4,28
Marcello Gazzola,PAR,SERI,D,19,904,3,0,0,0,0,33,7,4,5,181,280,7,1,4,0,6,23
Rafinha,BAY,BUND,D,16,897,1,0,0,1,0,14,5,5,7,739,792,5,1,5,0,7,10
Wesley Hoedt,CEL,LIGA,D,10,893,1,1,1,0,0,2,1,5,6,414,489,1,1,4,0,5,57
Alexis Sanchez,MUN,EPL,F/M,20,877,3,0,0,3,0,24,5,21,18,285,381,5,5,14,0,55,1
Scott McTominay,MUN,EPL,M,16,862,1,0,0,0,0,2,0,1,16,374,449,0,0,1,0,18,16
Keven Schlotterbeck,FBG,BUND,D,10,862,1,0,0,0,0,0,0,0,5,432,494,0,0,6,0,5,27
Ciaran Clark,NEW,EPL,D,11,858,1,0,0,0,0,3,0,2,6,228,304,0,0,0,0,13,57
Ruben Semedo,HUE,LIGA,D,11,848,4,0,0,0,0,0,0,1,6,312,360,0,0,3,0,12,33
Joaquin,REV,LIGA,D,13,836,2,0,0,0,0,0,0,1,8,241,308,0,0,0,0,9,45
Hector Herrera,POR,UCL,M,9,834,3,0,0,1,0,7,1,6,20,356,430,1,1,9,0,23,7
Lucas Castro,CAG,SERI,M,11,829,1,0,0,3,0,24,8,14,10,324,406,7,5,7,0,20,6
Eder Militao,POR,UCL,M/D,9,823,2,0,0,0,0,8,1,3,12,337,417,1,0,4,0,10,40
Benjamin Hubner,HOF,BUND,D,10,813,2,0,0,0,1,2,0,0,10,412,500,0,0,1,0,11,35
Ivan Marcano,ROM,SERI,D,10,810,0,0,0,0,0,14,3,6,4,453,521,3,1,3,0,10,41
Sofian Kiyine,CHV,SERI,M,23,808,7,0,0,1,0,36,8,10,11,255,317,6,2,28,0,21,5
Rob Holding,ARS,EPL,D,10,807,1,0,0,0,0,1,0,2,2,537,614,0,0,3,0,4,37
Danilo,MCI,EPL,D,11,806,1,0,0,0,0,12,2,4,8,667,767,2,0,8,0,8,20
Rolando,MAR,FRAN,D,10,804,2,0,0,0,0,0,0,1,2,363,416,0,0,2,0,13,25
Jordon Ibe,BOU,EPL,M,19,796,1,0,0,1,0,27,10,10,10,195,250,5,0,26,0,29,4
Jose Izquierdo,BHA,EPL,F/M,15,794,1,0,0,1,0,7,1,6,5,153,205,1,0,13,1,26,7
Amir Abrashi,FBG,BUND,M,10,791,5,0,0,0,0,2,1,2,16,316,368,1,0,3,0,1,15
Luka Krajnc,FRO,SERI,D,9,790,3,0,0,0,0,3,1,1,4,304,374,1,0,3,0,3,40
Edgar Ie,NTE,FRAN,D,9,777,2,0,0,0,0,9,1,1,9,245,312,1,0,6,0,4,19
Wilfrid Kaptoum,BET,LIGA,M,10,776,2,0,0,0,0,1,0,2,12,278,324,0,0,19,0,7,6
Leonardo Capezzi,EMP,SERI,M,12,775,4,0,0,0,0,7,2,3,6,454,532,2,0,6,0,5,9
Steven Moreira,TOU,FRAN,D,9,774,2,0,0,0,0,15,3,4,5,186,247,3,0,5,0,13,11
Miguel Almiron,NEW,EPL,F/M,10,763,0,0,0,0,0,21,7,13,17,180,241,7,0,7,0,28,4
Dalbert,INT,SERI,D,10,761,2,0,0,1,0,40,11,9,17,325,406,11,1,2,0,8,11
Jan Vertonghen,TOT,UCL,D,9,759,1,0,0,1,0,5,2,1,3,343,408,2,1,4,0,8,27
Ken Sema,WAT,EPL,F/M,17,755,1,0,0,2,0,10,1,8,9,171,236,1,1,19,0,34,4
Sofiane Diop,MON,FRAN,M,13,742,1,0,0,0,0,16,1,8,11,156,219,0,2,14,0,11,3
Nenad Tomovic,CHV,SERI,D,10,741,1,0,0,0,0,11,1,2,7,266,324,1,0,1,0,5,29
Lucas Evangelista,NTE,FRAN,M,14,722,0,0,0,0,0,15,3,4,31,224,293,3,0,10,0,19,6
Gael Kakuta,RV,LIGA,M,12,720,1,0,0,0,0,42,7,5,5,177,231,6,0,16,0,19,8
David Silva,MCI,UCL,M,9,719,0,0,0,2,0,13,4,19,11,409,486,1,3,7,1,52,3
Jon Stankovic,HUD,EPL,D,11,719,2,0,0,0,0,0,0,2,12,222,294,0,0,1,0,8,19
Sandro,GEN,SERI,M,13,712,3,0,0,1,0,0,0,6,11,263,333,0,1,0,0,6,23
Antonio Di Gaudio,PAR,SERI,F/M,12,704,0,0,0,1,0,5,0,4,14,67,111,0,0,6,0,36,3
Nacer Chadli,MON,FRAN,M,16,692,1,0,0,0,0,34,13,8,8,228,277,2,0,8,0,12,7
Nikola Vukcevic,LEV,LIGA,M,16,670,3,1,1,1,0,0,0,1,11,201,244,0,0,4,0,0,16
Joel Obi,CHV,SERI,M,11,665,1,0,0,0,0,7,1,5,4,241,284,1,2,6,0,11,13
Vincent Pajot,ANG,FRAN,M,12,652,2,0,0,0,0,0,0,4,12,245,287,0,1,0,0,14,4
Javi Eraso,LGN,LIGA,M,13,635,2,0,0,0,0,22,5,7,11,169,208,0,2,3,1,10,3
Samu Castillejo,MIL,SERI,F/M,31,1008,3,0,0,2,0,55,9,19,26,372,429,2,3,19,0,44,9
Daniel Didavi,SGT,BUND,M,20,950,0,0,0,2,0,74,20,28,31,299,381,6,2,11,0,28,5
Adama Traore,WLV,EPL,F/M,29,892,1,0,0,1,0,35,15,17,26,195,270,15,2,65,0,47,6
Assane Diousse,CHV,SERI,M,13,858,5,0,0,0,0,7,3,5,8,378,462,2,0,6,0,0,12
Ferran Torres,VAL,LIGA,F/M,24,843,5,0,0,1,1,34,9,15,10,227,292,9,2,14,0,32,8
Pione Sisto,CEL,LIGA,M,25,834,0,0,0,1,0,27,9,13,21,366,427,4,2,26,0,17,1
Hasanne Kamara,REI,FRAN,M,15,831,1,0,0,0,0,14,2,5,10,273,334,2,0,22,0,10,29
Koray Gunter,GEN,SERI,D,13,824,1,0,0,0,0,2,1,6,9,285,343,1,1,0,0,5,34
Remi Walter,NIC,FRAN,M,18,820,1,0,0,0,0,16,3,10,14,467,513,1,1,5,0,5,10
Bassem Srarfi,NIC,FRAN,F/M,22,812,2,0,0,0,0,20,5,10,21,248,305,3,2,22,0,27,4
Eric Maxim Choupo-Moting,PSG,FRAN,F/M,21,792,0,0,0,0,0,7,2,5,6,180,219,2,0,20,0,65,4
Jonjoe Kenny,EVE,EPL,D,10,790,1,0,0,1,0,17,4,6,1,308,428,4,1,5,0,4,30
Mohamed Elyounoussi,SOU,EPL,F/M,16,790,0,0,0,0,0,48,13,15,13,163,222,4,2,11,0,29,5
Arber Zeneli,REI,FRAN,M,14,787,0,0,0,3,1,24,6,18,10,193,250,3,3,35,0,37,1
Kouadio-Yves Dabila,LIL,FRAN,D,12,779,2,0,0,0,0,0,0,0,3,324,377,0,0,1,0,3,44
Adria Pedrosa,ESP,LIGA,D,12,760,1,0,0,0,0,15,3,8,7,186,228,3,2,13,0,12,22
Jetro Willems,EF,BUND,D,24,755,2,0,1,1,1,55,15,22,7,187,267,3,3,8,0,12,10
Adrian Dieguez,HUE,LIGA,D,9,749,3,0,0,0,0,0,0,1,9,149,204,0,0,6,0,3,42
Didier Ndong,GUI,FRAN,M,11,746,3,0,0,0,0,6,2,4,11,268,326,2,0,6,0,4,6
Kyle Walker,MCI,UCL,D,10,746,1,0,0,0,0,12,3,3,7,523,581,3,0,5,0,6,11
Boulaye Dia,REI,FRAN,M,18,746,2,0,0,0,0,1,0,7,13,106,155,0,2,17,1,48,9
Alex Sandro,JUV,UCL,D,9,742,3,0,0,0,0,31,6,9,17,375,425,6,0,10,0,13,18
Giancarlo Gonzalez,BGN,SERI,D,12,742,2,0,0,1,0,1,0,3,1,253,330,0,2,0,0,8,41
Charalampos Lykogiannis,CAG,SERI,M/D,10,738,1,0,0,1,0,30,5,6,1,182,266,4,1,4,0,2,25
Adama Mbengue,CAE,FRAN,M,11,738,3,0,0,0,0,28,4,2,8,160,250,4,0,8,0,2,16
Rachid Ghezzal,LEI,EPL,M,19,735,3,0,0,0,0,45,16,16,8,335,422,10,3,17,0,29,3
Paul Pogba,MUN,UCL,M,9,730,0,1,1,1,0,7,2,18,24,397,466,2,3,10,0,20,5
Sime Vrsaljko,INT,SERI,D,10,726,2,0,0,2,0,63,21,16,10,425,495,14,0,2,0,3,21
Fabian Delph,MCI,EPL,M/D,11,725,1,0,1,1,0,8,3,3,7,633,693,3,1,8,0,1,17
Tyler Adams,RBL,BUND,M/D,10,723,0,0,0,2,0,2,0,5,11,421,524,0,2,14,0,6,7
Lewis Cook,BOU,EPL,M,13,722,2,0,0,0,1,10,0,2,5,326,392,0,0,10,0,5,7
Louis Jordan Beyer,BM,BUND,D,9,720,1,0,0,0,0,1,1,2,4,376,428,1,0,7,0,6,27
Luke Shaw,MUN,UCL,D,8,720,3,0,0,0,1,18,3,6,5,340,401,2,0,10,0,11,16
Marcelo,LYO,UCL,D,8,720,0,0,0,0,0,0,0,0,0,366,416,0,0,0,0,8,54
Ryad Boudebouz,CEL,LIGA,M,11,720,2,0,1,2,0,47,11,17,9,288,346,7,5,13,0,23,7
Chris Smalling,MUN,UCL,D,8,720,1,0,0,0,0,0,0,0,2,239,281,0,0,0,0,7,39
Jason Denayer,LYO,UCL,M/D,8,720,1,0,0,0,0,0,0,0,2,331,363,0,0,2,0,3,35
Matt Miazga,NTE,FRAN,D,8,720,5,0,0,0,0,1,1,2,4,346,427,1,1,0,0,5,39
Edgar Barreto,SMP,SERI,M,11,714,2,0,0,2,1,20,4,9,8,359,443,1,3,0,0,15,4
Sami Khedira,JUV,SERI,M,10,711,0,0,0,1,0,8,1,6,5,300,350,1,1,0,0,29,6
Sergi Roberto,BAR,UCL,M/D,9,708,1,0,0,0,0,7,1,4,9,454,506,1,0,6,0,13,12
Ferland Mendy,LYO,UCL,D,8,707,1,0,0,1,0,16,4,10,9,290,347,4,2,7,0,18,16
Aurelien Tchouameni,BDX,FRAN,M,10,705,3,0,0,0,0,1,0,3,8,224,279,0,0,6,0,6,13
Lucas Moura,TOT,UCL,F/M,11,701,0,0,0,0,0,5,1,11,13,167,222,1,0,31,0,50,1
Stanley Nsoki,PSG,FRAN,M,12,698,2,0,0,0,0,6,0,3,3,397,457,0,0,13,0,3,18
Manuel Lanzini,WHU,EPL,M,10,689,2,0,0,1,0,16,2,5,7,405,452,1,2,13,1,23,7
Romulo,LAZ,SERI,M,9,687,1,0,0,1,0,43,13,11,7,258,292,9,0,12,0,15,7
Sean Longstaff,NEW,EPL,M,9,687,2,0,0,0,0,3,2,5,8,237,293,2,1,5,1,5,7
Blaise Matuidi,JUV,UCL,M,9,683,2,0,0,0,0,8,2,5,4,253,299,2,0,8,0,12,5
Juan Bernat,PSG,UCL,D,8,675,2,0,0,0,1,12,3,5,7,312,352,3,0,5,0,20,15
Juanpi,HUE,LIGA,M,14,672,2,0,0,2,1,14,5,8,15,164,217,2,1,8,0,15,3
Mirko Valdifiori,SPL,SERI,M,15,666,3,0,0,1,0,49,14,22,8,434,506,1,2,2,0,1,7
Steven Skrzybski,SKE,BUND,F/M,12,665,1,0,0,1,0,3,1,8,9,92,131,1,2,4,0,32,0
Angel Di Maria,PSG,UCL,M,8,661,1,0,0,3,0,35,10,21,2,304,355,5,6,12,0,21,4
Amadou Diawara,NAP,SERI,M,13,661,4,0,0,0,0,0,0,5,2,504,543,0,0,9,0,3,11
Alexander Fuchs,FCN,BUND,M,9,660,3,0,0,0,0,4,0,9,11,179,233,0,1,3,0,12,8
Giacomo Bonaventura,MIL,SERI,F/M,8,651,0,0,0,1,0,8,2,10,8,322,363,1,0,10,0,32,7
Marko Pajac,EMP,SERI,M/D,9,650,4,0,0,2,0,39,5,8,9,200,241,5,2,8,0,13,12
Francisco Aday,GIR,LIGA,M,10,647,2,0,0,2,0,50,10,13,8,177,219,10,3,6,0,6,15
Eric Bailly,MUN,EPL,D,12,639,0,0,1,0,0,0,0,0,5,263,302,0,0,4,0,8,37
Mehdi Merghem,GUI,FRAN,M,8,635,3,0,0,1,0,22,3,2,7,166,219,3,0,13,0,18,5
Guilherme Arana,SEV,LIGA,D,9,633,3,0,0,0,0,19,2,1,8,186,220,2,0,2,0,14,7
Marvin Martin,REI,FRAN,M,12,621,1,0,0,1,0,23,7,11,15,231,302,1,1,4,0,4,1
Pablo Maffeo,SGT,BUND,D,8,601,1,0,0,0,0,23,6,4,12,162,212,6,1,10,0,8,8
Jakub Jankto,SMP,SERI,M,25,949,2,0,0,0,0,43,8,6,6,419,506,7,1,1,0,23,13
Javairo Dilrosun,HB,BUND,F/M,17,891,2,0,0,3,0,32,5,12,21,169,207,5,4,9,0,18,7
Kevin Mohwald,BRE,BUND,F/M,23,861,2,0,0,1,0,9,1,9,24,398,487,1,1,9,0,25,14
Jan Moravek,AUG,BUND,M,14,781,1,0,0,2,0,0,0,10,2,326,415,0,1,4,0,7,13
Ibrahim Amadou,SEV,LIGA,M,17,757,2,0,0,0,0,6,0,3,10,302,352,0,0,5,0,5,23
Youn Zahary,CAE,FRAN,D,12,732,3,0,0,0,0,6,0,1,2,137,197,0,0,3,0,1,29
Laurent Ciman,DIJ,FRAN,D,9,715,3,0,0,0,0,0,0,3,5,497,568,0,0,0,0,7,36
Jordan Henderson,LIV,UCL,M,10,709,1,0,0,1,1,11,4,15,2,378,443,4,4,3,0,14,6
Jakob Johansson,REN,FRAN,M,16,709,0,0,0,0,0,1,1,4,7,342,392,1,1,3,0,2,17
Ruben Vinagre,WLV,EPL,M/D,17,706,1,0,0,0,0,52,7,6,8,221,286,7,1,13,0,12,13
Mahmoud Dahoud,DOR,BUND,M,14,695,2,0,0,0,1,1,0,8,7,374,450,0,2,7,0,11,8
Roberto Firmino,LIV,UCL,F/M,11,690,0,0,0,1,0,8,2,11,9,235,300,2,1,10,0,46,3
Aleksandar Kolarov,ROM,UCL,D,8,661,0,0,0,1,0,42,8,11,16,275,357,5,0,7,0,9,18
Scott Dann,CRY,EPL,D,10,661,1,0,0,1,0,0,0,2,0,192,264,0,2,3,0,9,44
Emerson,CHE,EPL,D,10,660,0,0,0,0,0,28,3,5,6,392,436,3,1,10,0,20,8
Konstantinos Manolas,ROM,UCL,D,7,660,0,0,0,0,0,0,0,1,3,259,298,0,0,2,0,8,29
Oscar Duarte,ESP,LIGA,D,11,657,0,0,0,0,0,1,0,2,2,290,333,0,0,0,0,1,34
Moussa Sissoko,TOT,UCL,M,9,655,2,0,0,1,1,4,1,10,5,272,311,1,3,9,0,5,5
Yevhen Konoplyanka,SKE,BUND,F/M,13,653,0,0,1,0,0,33,7,10,9,140,177,4,1,14,0,22,1
Marcelo Saracchi,RBL,BUND,D,9,652,2,0,0,1,0,45,16,10,4,253,354,16,2,7,0,12,13
Presnel Kimpembe,PSG,UCL,D,8,647,1,0,0,0,0,0,0,2,10,467,510,0,0,3,0,2,17
Vigaray,ALA,LIGA,D,8,646,1,0,0,0,0,17,4,5,4,111,154,4,0,3,0,1,20
Toni Kroos,RMD,UCL,M,8,645,1,0,0,2,0,53,15,29,11,613,652,0,5,4,0,9,3
Fernandinho,MCI,UCL,M,8,643,3,0,0,0,0,0,0,5,7,428,490,0,0,4,0,6,17
Josip Elez,HAN,BUND,D,10,640,1,0,0,0,0,3,0,2,2,239,306,0,0,3,0,1,26
Daniel Amartey,LEI,EPL,M/D,9,639,2,0,0,0,0,3,0,3,1,316,371,0,0,2,0,3,25
Tanguy Ndombele,LYO,UCL,M,8,637,0,0,0,0,0,2,0,6,20,336,381,0,2,23,0,7,5
Maxi Pereira,POR,UCL,D,8,634,0,0,0,0,0,6,2,3,3,248,311,2,0,2,0,4,20
Saul Niguez,ATL,UCL,M,8,631,1,0,0,0,0,11,1,5,5,263,324,1,0,6,0,15,10
Davinson Sanchez,TOT,UCL,D,8,631,1,0,0,0,0,1,0,3,1,453,507,0,0,4,0,9,26
Houssem Aouar,LYO,UCL,M,7,630,1,0,0,3,0,1,0,10,12,276,313,0,3,18,0,22,12
Greg Cunningham,CC,EPL,D,7,630,3,0,0,0,0,7,2,5,13,133,180,2,0,0,0,5,13
Victor Lindelof,MUN,UCL,D,7,630,1,0,0,0,0,0,0,1,1,229,257,0,0,1,0,1,30
Joel Matip,LIV,UCL,D,7,630,2,0,0,0,0,0,0,2,4,346,412,0,0,2,0,7,23
Joshua Kimmich,BAY,UCL,M/D,7,630,3,0,0,2,0,45,14,16,15,431,478,7,3,2,0,9,7
Naldo,SKE,BUND,D,7,630,1,0,0,0,0,0,0,2,3,262,325,0,0,1,0,15,22
David Alaba,BAY,UCL,D,7,630,0,0,0,2,0,18,3,6,0,298,360,2,1,3,0,12,19
Marquinhos,PSG,UCL,D,7,630,2,0,0,0,0,1,0,3,2,422,460,0,0,2,0,6,14
Axel Witsel,DOR,UCL,M,7,629,0,0,0,0,0,3,0,2,5,590,623,0,0,9,0,6,6
Xavier Quintilla,VIL,LIGA,D,7,628,1,0,0,0,0,19,3,5,0,219,279,3,0,0,0,5,13
Dele Alli,TOT,UCL,M,7,627,0,0,0,3,0,4,1,10,11,220,270,1,3,10,0,29,6
Yacine Brahimi,POR,UCL,M,9,624,0,0,0,2,0,4,0,8,11,200,246,0,2,26,0,27,1
Jeffrey Bruma,SKE,BUND,D,9,623,4,0,0,0,0,1,0,0,2,253,317,0,0,2,0,4,34
Abdou Diallo,DOR,UCL,D,7,620,1,0,0,0,0,6,1,3,1,474,533,1,0,6,0,5,20
Memphis Depay,LYO,UCL,F/M,8,618,0,0,0,4,0,32,13,26,8,197,239,2,3,6,0,26,0
Thiago Silva,PSG,UCL,D,7,616,0,0,0,0,0,0,0,0,7,520,562,0,0,1,0,3,47
Douglas Costa,JUV,SERI,F/M,17,616,2,0,1,0,0,46,7,21,8,256,297,6,3,30,0,26,1
Borna Sosa,SGT,BUND,D,12,612,3,0,0,1,0,38,11,15,6,208,282,9,3,8,0,7,28
Manu,VIL,LIGA,M,10,611,2,0,0,3,0,2,0,9,6,269,320,0,4,7,0,2,9
Philipp Lienhart,FBG,BUND,D,14,610,0,0,0,0,0,2,1,2,5,237,290,1,0,5,0,5,38
Steven N'Zonzi,ROM,UCL,M,8,610,0,0,0,0,0,2,1,8,5,373,420,1,1,2,0,6,11
Harry Winks,TOT,UCL,M,9,610,0,0,0,0,0,7,3,9,9,390,430,3,1,5,0,1,5
Almamy Toure,EF,BUND,D,8,610,0,0,0,0,0,6,2,1,1,195,269,2,0,13,0,5,26
Souleyman Doumbia,REN,FRAN,D,7,606,0,0,0,0,0,7,1,1,7,255,291,1,0,7,0,1,16
Facundo Roncaglia,VAL,LIGA,D,7,603,3,1,1,0,0,2,1,0,6,224,279,1,0,1,0,4,21
Marco Verratti,PSG,UCL,M,7,601,2,0,0,0,0,1,0,4,21,550,598,0,0,8,0,5,4
Simon Falette,EF,BUND,D,7,601,0,0,0,0,0,1,0,0,4,214,290,0,0,0,0,1,32
Emanuel Vignato,CHV,SERI,F/M,9,599,0,0,0,1,0,20,8,10,4,210,249,3,0,10,0,9,0
Hamza Choudhury,LEI,EPL,M,9,596,0,0,0,0,0,3,1,5,2,203,240,1,1,2,0,2,12
Antonio Barreca,MON,FRAN,D,7,596,0,0,0,1,0,19,6,5,7,125,167,6,0,2,0,11,18
Sandro,UDN,SERI,M,12,595,5,0,0,0,0,0,0,3,11,212,266,0,0,7,0,4,16
Rick Karsdorp,ROM,SERI,D,11,595,1,0,0,1,0,24,6,4,2,250,317,6,0,7,0,2,10
Lukas Klunter,HB,BUND,D,10,593,1,1,1,0,0,21,3,2,7,138,182,3,1,10,0,6,17
Ilkay Gundogan,MCI,UCL,M,8,590,0,0,0,1,0,24,8,10,5,463,502,0,1,6,0,7,4
Thomas Vermaelen,BAR,LIGA,D,9,587,2,0,0,0,0,1,0,0,4,342,364,0,0,0,0,2,20
Fabrizio Cacciatore,CAG,SERI,D,7,584,2,0,0,2,0,23,6,6,2,250,311,6,1,2,0,7,16
Pedro Bigas,EIB,LIGA,D,10,584,1,0,0,1,0,0,0,1,4,244,296,0,1,0,0,4,22
Markus Suttner,DUS,BUND,D,7,581,1,0,0,1,0,41,11,10,1,199,253,2,0,0,0,5,12
Arthur,BAR,UCL,M,9,566,1,0,0,0,0,1,0,6,20,505,536,0,1,4,0,3,3
Arjen Robben,BAY,BUND,M,12,566,0,1,1,0,0,22,5,16,5,231,291,2,2,6,0,38,0
Koke,ATL,UCL,M,7,562,0,0,0,1,0,21,7,12,9,420,476,2,2,3,0,15,9
Mathias Suarez,MTP,FRAN,D,10,551,2,0,0,0,0,16,5,4,16,144,185,5,0,2,0,3,16
Hamza Mendyl,SKE,BUND,D,9,544,5,0,0,0,0,19,0,0,6,142,197,0,0,7,0,4,6
Nicolas Spolli,GEN,SERI,D,7,540,2,0,0,0,0,0,0,1,4,157,179,0,1,0,0,7,39
Leo Suarez,REV,LIGA,M,12,519,0,0,0,0,0,6,0,2,9,119,148,0,1,4,0,11,3
Marco Terrazzino,FBG,BUND,F/M,13,517,0,0,0,0,0,13,2,10,9,156,203,0,1,8,0,20,2
Mousa Dembele,TOT,EPL,M,10,515,1,0,0,0,0,0,0,0,3,276,308,0,0,7,0,0,5
Simon Rhein,FCN,BUND,M,8,496,1,0,1,0,0,9,0,1,2,242,284,0,0,5,0,1,5
Zaydou Youssouf,BDX,FRAN,M,11,423,1,0,0,0,0,8,1,3,13,135,175,0,0,7,0,9,0
Ruben Loftus-Cheek,CHE,EPL,M,24,983,0,0,0,2,0,2,0,17,23,536,610,0,1,41,0,62,5
Junior Sambia,MTP,FRAN,M,29,831,3,0,0,1,0,48,17,20,24,252,311,6,2,26,0,32,1
Bryan Dabo,FIO,SERI,M,22,817,4,0,0,1,0,14,1,11,19,313,390,1,1,6,0,14,18
Erik Thommy,SGT,BUND,F/M,19,791,2,1,1,1,0,44,11,18,17,212,267,1,2,8,0,22,1
Marouane Fellaini,MUN,EPL,M,14,746,1,0,0,1,0,6,1,3,9,345,425,1,0,1,1,28,33
Robbie Brady,BUR,EPL,M,16,715,3,0,1,1,0,53,11,14,4,139,223,4,2,7,0,11,15
Martin Maximiliano Mantovani,HUE,LIGA,D,9,699,2,0,0,0,0,0,0,0,16,180,226,0,0,0,0,9,47
Florent Muslija,HAN,BUND,F/M,17,675,1,0,0,0,0,31,4,15,15,227,287,2,0,16,0,11,2
Benjamin Corgnet,STR,FRAN,M,17,665,0,0,0,2,0,19,2,6,19,164,254,2,2,8,0,27,8
Federico Valverde,RMD,LIGA,M,16,651,4,0,0,0,1,4,1,9,2,322,373,1,0,13,0,12,10
Baissama Sankoh,CAE,FRAN,M/D,15,646,2,0,1,0,0,5,1,2,11,155,191,1,0,5,0,7,14
Diego Laxalt,MIL,SERI,M/D,20,640,2,0,0,0,0,25,7,8,5,249,320,7,1,6,0,14,11
Fabinho,LIV,UCL,M/D,10,637,3,0,0,0,0,0,0,4,12,350,427,0,1,2,0,1,14
Carles Alena,BAR,LIGA,M,17,631,2,0,0,0,0,3,0,9,14,528,573,0,1,12,0,11,0
Giulio Donati,MAI,BUND,D,9,625,2,0,0,0,0,26,6,7,6,188,246,6,1,5,0,3,21
Kevin Zohi,STR,FRAN,M,20,621,0,0,0,1,0,13,2,5,10,139,181,2,1,14,0,25,3
Alessandro Florenzi,ROM,UCL,M/D,8,618,1,0,0,1,1,17,9,9,3,200,265,4,0,4,0,14,9
Andreas Christensen,CHE,EPL,D,8,615,1,0,0,0,0,0,0,0,3,425,458,0,0,1,0,3,27
Robin Bormuth,DUS,BUND,D,10,614,2,0,0,0,0,1,0,1,3,218,272,0,0,2,0,4,49
Rodrigo,ATL,UCL,M,8,606,0,0,0,0,0,2,1,1,2,415,462,1,0,4,0,3,12
