Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,INT,BLK,TKLW,ACRO,BR,DR,DW
Anthony Knockaert,BHA,EPL,M,30,1833,18,12,7,4,0,1,29,0,21,10,120,30,98
Thilo Kehrer,PSG,FRAN,D,26,1804,18,8,2,4,0,0,30,17,43,2,111,4,132
Gonzalo Escalante,EIB,LIGA,M,32,1782,18,14,6,6,0,0,21,2,28,0,106,23,136
Bruno,GET,LIGA,D,23,1697,18,5,0,5,1,1,22,6,10,2,89,3,90
Alessandro Bastoni,PAR,SERI,D,24,1686,18,6,1,2,0,0,22,18,12,0,69,5,87
Nicolas Benezet,GUI,FRAN,M,25,1666,18,7,6,1,0,0,19,0,21,5,117,31,125
Jeffrey Schlupp,CRY,EPL,M/D,30,1665,18,12,7,1,0,0,19,8,20,4,90,22,130
Mubarak Wakaso,ALA,LIGA,M,29,1664,18,11,6,9,0,0,16,9,30,6,138,19,114
Kalifa Coulibaly,NTE,FRAN,M,31,1656,18,13,5,4,1,1,4,1,7,2,38,18,189
Mattia De Sciglio,JUV,SERI,D,21,1651,18,3,2,2,0,0,25,5,27,10,95,8,88
Marc Albrighton,LEI,EPL,M,27,1626,18,9,10,3,0,0,23,3,22,19,141,19,90
Raul Albiol,NAP,SERI,D,19,1622,18,1,0,4,0,0,19,15,8,2,98,0,64
Ondrej Petrak,FCN,BUND,M,22,1622,18,4,4,5,0,0,40,4,24,1,82,4,100
Timo Baumgartl,SGT,BUND,D,18,1620,18,0,0,2,0,0,26,22,23,2,94,4,94
Jonas Ramalho,GIR,LIGA,D,22,1619,18,4,5,4,0,0,16,11,6,3,83,4,53
Jordan Ikoko,GUI,FRAN,D,19,1617,18,1,1,3,0,0,23,5,23,12,97,15,78
Mario Lemina,SOU,EPL,M,21,1614,18,3,5,5,0,0,43,3,32,3,118,23,124
Juanfran,ATL,LIGA,D,22,1609,18,4,3,7,0,0,19,5,22,17,135,11,71
Thomas Mangani,ANG,FRAN,M,29,1597,18,11,10,2,0,1,23,2,27,4,121,7,72
Fode Ballo-Toure,LIL,FRAN,M/D,18,1595,18,0,2,3,0,0,27,7,34,4,89,18,121
Lorenzo Ariaudo,FRO,SERI,D,18,1594,18,0,2,2,0,0,13,20,13,0,57,3,86
Aaron Cresswell,WHU,EPL,D,20,1590,18,2,2,1,0,0,23,7,16,11,85,6,72
Oliver Sorg,HAN,BUND,D,19,1581,18,1,3,5,1,1,46,9,29,5,104,9,91
Martin Hinteregger,AUG,BUND,D,18,1575,18,0,1,0,0,0,22,13,33,1,109,2,116
Josuha Guilavogui,WOL,BUND,M,19,1571,18,1,2,5,0,0,43,8,16,1,158,8,76
Samuel Moutoussamy,NTE,FRAN,M,27,1570,18,9,10,0,0,0,9,2,20,3,89,16,69
Sergio Escudero,SEV,LIGA,D,21,1549,18,3,6,6,1,1,24,4,29,7,98,12,98
Manu Trigueros,VIL,LIGA,M,24,1547,18,6,7,3,0,0,16,6,35,2,106,6,90
Hector Bellerin,ARS,EPL,M/D,19,1533,18,1,3,3,0,0,20,5,12,9,79,14,56
Gaston Ramirez,SMP,SERI,F/M,26,1527,18,8,14,6,1,1,8,4,21,5,72,17,117
Thomas Meunier,PSG,FRAN,D,21,1525,18,3,8,2,0,0,19,2,29,10,99,8,82
David Abraham,EF,BUND,D,18,1512,18,0,2,3,0,0,25,12,14,3,111,6,79
Eric Dier,TOT,EPL,M/D,20,1509,18,2,6,4,0,0,21,12,16,1,79,2,73
Marlon,SAS,SERI,D,18,1509,18,0,2,3,1,1,25,12,18,2,82,4,62
Renato Steffen,WOL,BUND,M,31,1504,18,13,15,4,0,0,16,2,17,8,89,19,92
Jaume Costa,VIL,LIGA,D,21,1498,18,3,6,6,0,0,21,3,21,8,82,10,91
Andrei Girotto,NTE,FRAN,M,20,1478,18,2,3,4,2,3,29,6,41,2,86,2,138
Goncalo Guedes,VAL,LIGA,F/M,25,1469,18,7,13,2,0,0,7,0,13,8,82,36,126
Afriyie Acquah,EMP,SERI,M,27,1443,18,9,13,4,0,0,12,1,9,3,86,26,106
Sebastian Rudy,SKE,BUND,M,22,1432,18,4,9,4,0,0,16,2,26,1,114,6,79
Joaquin Correa,LAZ,SERI,F/M,33,1829,17,16,6,4,0,0,2,3,13,0,77,68,144
Riccardo Orsolini,BGN,SERI,F/M,33,1776,17,16,7,2,0,0,15,2,23,12,82,29,155
Yves Bissouma,BHA,EPL,M,28,1768,17,11,6,5,0,0,33,5,29,0,116,46,160
Alvaro Garcia,RV,LIGA,M,35,1759,17,18,10,3,0,0,19,0,19,14,90,10,51
Paolo Farago,CAG,SERI,M/D,26,1697,17,9,1,7,1,1,15,2,28,15,114,12,126
Joaquin,BET,LIGA,M,30,1694,17,13,10,5,0,0,14,2,4,16,64,47,103
Paul Lasne,MTP,FRAN,M,34,1690,17,17,6,5,0,0,15,2,32,9,126,11,108
Kevin Wimmer,HAN,BUND,D,22,1679,17,5,1,5,0,0,41,23,17,1,68,0,60
Lorenzo Tonelli,SMP,SERI,D,19,1653,17,2,0,6,0,0,24,21,22,0,79,6,114
Julian Baumgartlinger,LEV,BUND,M,22,1647,17,5,2,2,0,0,27,6,31,0,145,18,118
Ander Capa,ATH,LIGA,D,25,1637,17,8,2,9,0,0,30,2,27,7,78,20,107
Eduard Lowen,FCN,BUND,M,22,1622,17,5,4,3,0,0,8,2,22,3,121,29,103
Harry Winks,TOT,EPL,M,26,1592,17,9,3,4,0,0,21,3,13,1,137,17,66
Santiago Caseres,VIL,LIGA,M,23,1588,17,6,7,10,0,0,14,9,35,0,98,11,116
Charlie Daniels,BOU,EPL,D,21,1585,17,4,2,4,0,0,20,4,15,9,108,12,73
Mario Pasalic,ATA,SERI,M,32,1585,17,15,10,1,0,0,11,4,19,3,130,16,102
Darko Brasanac,ALA,LIGA,M,24,1581,17,7,7,5,0,0,13,4,16,2,109,12,90
Jonathan de Guzman,EF,BUND,M,28,1561,17,11,10,4,0,0,11,2,24,8,120,13,88
Angelo Fulgini,ANG,FRAN,M,30,1557,17,13,13,1,0,0,28,3,21,2,102,18,118
Lee Peltier,CC,EPL,D,20,1543,17,3,1,4,0,0,18,12,25,3,70,3,78
Joel Matip,LIV,EPL,D,22,1535,17,5,0,3,0,0,32,7,26,0,95,6,127
Gen Shoji,TOU,FRAN,D,17,1530,17,0,0,2,0,0,20,14,14,0,104,4,56
Raphael Guerreiro,DOR,BUND,M/D,23,1529,17,6,10,2,0,0,18,1,12,1,92,31,83
Daryl Janmaat,WAT,EPL,D,18,1522,17,1,2,3,0,0,33,6,24,14,103,12,69
Maya Yoshida,SOU,EPL,D,17,1519,17,0,2,0,0,0,42,20,12,0,92,2,59
Vincenzo Grifo,FBG,BUND,M,17,1518,17,0,4,1,0,0,2,1,15,6,96,32,82
Giangiacomo Magnani,SAS,SERI,D,19,1514,17,2,1,2,0,0,16,13,9,0,59,0,51
Moussa Doumbia,REI,FRAN,M,27,1510,17,10,11,5,0,0,6,1,13,9,116,30,133
Fode Ballo-Toure,MON,FRAN,M/D,17,1505,17,0,1,4,0,0,27,2,27,16,92,27,120
Federico Fernandez,NEW,EPL,D,19,1482,17,2,2,2,0,0,25,12,13,2,78,0,61
Danilo,NIC,FRAN,M,21,1479,17,4,6,1,0,1,13,2,20,1,71,33,114
Leander Dendoncker,WLV,EPL,M,19,1469,17,2,4,1,0,0,23,6,26,1,92,12,132
Matteo Scozzarella,PAR,SERI,M,22,1468,17,5,13,8,0,0,23,10,13,2,91,6,39
Juanfran,LGN,LIGA,D,23,1459,17,6,6,0,0,0,19,4,12,29,76,13,69
Ibai Gomez,ALA,LIGA,M,18,1456,17,1,9,0,0,0,8,0,8,13,93,13,39
Sergio Postigo,LEV,LIGA,D,21,1450,17,4,5,4,0,1,20,12,15,0,75,0,49
Jean Zimmer,DUS,BUND,M/D,18,1439,17,1,5,2,0,0,11,2,11,11,78,7,51
Linton Maina,HAN,BUND,M,20,1425,17,3,13,1,0,0,14,0,14,6,92,19,64
Mario Rui,NAP,SERI,D,20,1419,17,3,4,4,1,1,21,3,18,12,86,11,55
Alejandro Galvez,RV,LIGA,D,17,1418,17,0,6,6,0,0,45,2,28,0,111,1,87
Stefan Savic,ATL,LIGA,D,18,1399,17,1,2,3,1,1,22,9,10,0,65,1,53
Kingsley Coman,BAY,BUND,M,21,1388,17,4,13,2,0,0,5,0,6,14,76,59,123
Cengiz Under,ROM,SERI,F/M,25,1368,17,8,12,1,0,0,12,0,3,11,58,18,58
Valon Behrami,UDN,SERI,M/D,19,1367,17,2,9,6,0,0,18,12,38,0,79,5,128
Romulo,GEN,SERI,M,17,1357,17,0,6,0,1,1,18,3,18,9,83,17,65
Sebastian Kerk,FCN,BUND,M,21,1187,17,4,13,0,0,0,3,5,9,5,51,4,42
Kalidou Sidibe,TOU,FRAN,M,19,1180,17,2,13,7,0,0,15,3,10,0,87,3,91
Mikel San Jose,ATH,LIGA,D,33,1716,16,17,1,7,0,0,21,6,25,5,99,5,119
Mijat Gacinovic,EF,BUND,M,30,1674,16,14,7,3,0,0,28,1,20,2,122,28,113
Mouctar Diakhaby,VAL,LIGA,D,22,1574,16,6,0,9,0,0,20,16,8,0,96,5,64
Alfredo Morales,DUS,BUND,M,24,1549,16,8,2,7,0,0,26,9,18,1,105,3,134
Andre Zambo Anguissa,FUL,EPL,M,22,1519,16,6,6,1,1,1,34,6,29,1,119,42,129
Pablo De Blasis,EIB,LIGA,M,24,1517,16,8,2,3,0,1,13,0,19,17,99,8,79
Fran Beltran,CEL,LIGA,M,30,1512,16,14,7,3,0,0,19,2,17,0,100,10,52
Cheik Omar Traore,GUI,FRAN,D,20,1505,16,4,0,3,0,0,20,3,21,11,82,16,81
Cedric Soares,SOU,EPL,D,18,1494,16,2,1,4,0,0,21,5,16,14,84,7,57
Douglas Luiz,GIR,LIGA,M,23,1487,16,7,4,7,0,0,21,7,19,1,136,23,113
Filippo Romagna,CAG,SERI,D,18,1473,16,2,1,2,0,0,19,12,9,0,74,0,63
Matthias Ostrzolek,HAN,BUND,D,18,1466,16,2,0,2,0,0,25,5,18,7,79,4,71
Marvin Bakalorz,HAN,BUND,M,25,1464,16,9,5,5,0,0,28,4,11,1,84,10,83
Valentin Rosier,DIJ,FRAN,M,18,1458,16,2,0,2,0,0,32,4,25,7,116,16,97
Duje Caleta-Car,MAR,FRAN,D,19,1456,16,3,0,1,0,2,17,8,16,0,77,0,88
Julian Weigl,DOR,BUND,M,18,1455,16,2,2,3,0,0,16,10,18,0,91,6,71
Pascal Stenzel,FBG,BUND,D,21,1451,16,5,6,4,1,1,28,3,26,11,109,6,81
Juraj Kucka,PAR,SERI,M,17,1445,16,1,2,3,1,1,17,6,31,4,88,14,155
Neymar,PSG,FRAN,F/M,17,1441,16,1,5,2,0,0,5,0,9,2,59,74,154
Javi Galan,HUE,LIGA,M/D,16,1440,16,0,0,7,0,0,19,1,39,14,95,29,129
Andrew Surman,BOU,EPL,M,18,1439,16,2,1,2,0,0,10,7,6,1,90,3,40
Gabriel Silva,ETI,FRAN,D,19,1432,16,3,6,1,0,0,14,3,10,4,69,9,89
Stuart Armstrong,SOU,EPL,M,29,1431,16,13,13,2,0,0,12,0,20,1,79,18,84
Younousse Sankhare,BDX,FRAN,M,21,1415,16,5,8,6,0,0,8,0,12,1,89,26,95
Juninho Bacuna,HUD,EPL,M,21,1415,16,5,7,4,0,0,24,1,30,3,121,25,110
Adil Rami,MAR,FRAN,D,16,1414,16,0,2,2,0,0,18,14,9,0,97,4,87
Arturo Calabresi,BGN,SERI,D,18,1413,16,2,2,8,0,0,34,3,26,8,72,9,80
Filip Bradaric,CAG,SERI,M,26,1412,16,10,8,5,0,0,37,3,19,1,88,0,50
Stefan Posch,HOF,BUND,D,17,1404,16,1,3,5,0,0,21,11,32,2,73,1,97
Ander Herrera,MUN,EPL,M,22,1404,16,6,7,4,0,0,37,6,28,1,114,12,91
Naby Keita,LIV,EPL,M,25,1394,16,9,11,0,0,0,13,4,15,0,113,23,84
Koffi Djidji,TOR,SERI,D,17,1388,16,1,2,2,0,0,24,19,23,0,97,15,79
Leo Stulac,PAR,SERI,M,25,1383,16,9,5,3,0,1,34,11,11,2,72,7,63
Ruben Pardo,RSO,LIGA,M,24,1373,16,8,13,3,0,0,21,6,7,7,86,8,38
Naldo,ESP,LIGA,D,16,1366,16,0,4,3,0,0,26,13,10,0,77,2,63
Helder Costa,WLV,EPL,F/M,25,1345,16,9,14,3,0,0,9,0,13,2,75,23,72
Federico Mattiello,BGN,SERI,M/D,17,1335,16,1,2,2,0,1,20,2,20,17,69,9,70
Toma Basic,BDX,FRAN,M,22,1324,16,6,10,3,0,0,9,1,16,1,55,17,102
Javi Martinez,BAY,BUND,M/D,21,1311,16,5,7,3,0,0,31,5,15,0,95,5,95
Juan Mata,MUN,EPL,M,22,1293,16,6,11,3,0,0,6,1,4,4,71,10,30
Tristan Dingome,REI,FRAN,M,19,1286,16,3,13,4,0,0,10,3,14,1,62,9,54
Matheus Pereira,FCN,BUND,F/M,19,1236,16,3,7,3,0,1,14,2,11,2,88,40,109
Filip Djuricic,SAS,SERI,M,22,1228,16,6,14,2,0,1,8,1,13,2,59,17,82
Lucas Deaux,GUI,FRAN,M,17,1105,16,1,11,4,0,0,9,0,27,3,70,5,81
Quincy Promes,SEV,LIGA,M,33,1569,15,18,4,2,0,0,25,3,25,12,112,28,95
Lucas Vazquez,RMD,LIGA,M,31,1501,15,16,5,4,1,1,12,1,26,12,82,33,121
Christian Atsu,NEW,EPL,M,28,1488,15,13,7,2,0,0,7,3,15,8,86,25,84
Alex Berenguer,TOR,SERI,M,31,1479,15,16,8,4,0,0,8,1,20,10,72,33,114
Herve Lybohy,NIM,FRAN,D,17,1478,15,2,0,3,0,0,14,11,13,1,77,1,61
Cheick Timite,AMN,FRAN,M,26,1434,15,11,7,2,0,0,11,2,13,5,61,20,83
Rodrigo Tarin,LGN,LIGA,D,18,1429,15,3,2,3,0,0,31,5,14,2,61,1,53
Jacopo Sala,SMP,SERI,M/D,20,1427,15,5,3,5,0,0,19,3,22,6,105,8,67
Yannick Cahuzac,TOU,FRAN,M,23,1427,15,8,4,8,0,1,24,4,19,0,101,0,84
Max Meyer,CRY,EPL,M,29,1410,15,14,12,3,0,0,15,0,18,3,89,13,68
Sebastian Langkamp,BRE,BUND,D,21,1410,15,6,2,4,0,0,20,11,15,0,100,2,82
Martin Terrier,LYO,FRAN,F/M,31,1407,15,16,10,2,0,0,3,2,13,2,56,12,68
Marco D'Alessandro,UDN,SERI,F/M,23,1406,15,8,7,3,0,0,9,2,34,8,82,29,117
Marc Muniesa,GIR,LIGA,D,19,1403,15,4,2,6,0,0,37,6,34,7,93,11,109
Nikola Maksimovic,NAP,SERI,D,17,1374,15,2,2,4,0,0,28,9,13,0,77,4,66
Jaroslav Plasil,BDX,FRAN,M,22,1354,15,7,5,2,0,0,18,4,26,0,99,8,90
Patrick Burner,NIC,FRAN,D,17,1354,15,2,4,3,0,0,31,5,23,5,84,13,72
Ozan Kabak,SGT,BUND,D,15,1350,15,0,0,4,0,0,23,8,19,0,66,14,114
Ewerton,FCN,BUND,D,18,1342,15,3,3,2,0,0,25,16,20,0,81,10,94
Ruben Vezo,LEV,LIGA,D,15,1340,15,0,1,4,0,0,19,20,17,0,70,5,67
Inigo Cordoba,ATH,LIGA,F/M,23,1322,15,8,11,4,0,0,17,0,23,7,96,32,111
Roberto Soriano,BGN,SERI,F/M,15,1319,15,0,5,5,0,0,2,2,18,5,62,18,83
Raul Navas,RSO,LIGA,D,16,1311,15,1,2,4,0,0,20,9,14,2,97,4,68
Enrico Valentini,FCN,BUND,D,15,1302,15,0,3,2,0,0,13,3,27,7,54,9,87
Lukas Lerager,BDX,FRAN,M,18,1299,15,3,5,4,0,0,32,10,21,2,104,2,77
Kevin Mirallas,FIO,SERI,F/M,27,1298,15,12,12,2,0,0,4,0,7,10,62,14,65
Recio,LGN,LIGA,M,18,1287,15,3,5,9,0,0,14,2,21,1,93,10,93
Fabio,NTE,FRAN,D,20,1281,15,5,8,4,0,1,18,4,35,12,87,7,101
Dan-Axel Zagadou,DOR,BUND,D,17,1266,15,2,2,4,0,0,25,11,10,0,95,13,79
Phil Jones,MUN,EPL,D,18,1262,15,3,3,1,0,0,23,11,13,0,92,3,78
Michael Lang,BM,BUND,M/D,17,1261,15,2,7,0,0,0,16,3,9,5,44,2,42
Martin Hinteregger,EF,BUND,D,15,1234,15,0,2,4,0,0,14,7,26,1,113,5,105
Oscar Hiljemark,GEN,SERI,M,17,1201,15,2,8,0,0,0,13,3,9,3,59,8,46
Lukas Kubler,FBG,BUND,D,16,1187,15,1,4,2,0,0,30,5,22,6,65,6,84
Jerome Gondorf,FBG,BUND,M,26,1381,14,12,9,3,0,0,19,5,18,3,92,6,88
Federico Peluso,SAS,SERI,D,16,1356,14,2,1,5,0,0,23,3,14,2,57,5,73
Gonzalo Melero,HUE,LIGA,M,22,1346,14,8,7,3,0,0,2,4,23,0,96,12,79
Kenedy,NEW,EPL,F/M,25,1343,14,11,7,1,0,0,32,0,22,7,110,29,88
Riyad Mahrez,MCI,EPL,M,27,1337,14,13,9,0,0,0,10,1,7,10,83,25,73
Aaron Ramsey,ARS,EPL,M,28,1328,14,14,10,0,0,0,9,1,18,5,89,12,79
Gabriel Boschilia,NTE,FRAN,M,29,1319,14,15,13,1,0,0,8,2,23,3,75,14,76
Juan Jesus,ROM,SERI,D,19,1308,14,5,1,4,0,0,16,11,28,1,73,2,63
Ki Sung-yueng,NEW,EPL,M,18,1302,14,4,4,2,0,0,19,1,10,0,94,5,47
Pedro Pereira,GEN,SERI,D,25,1296,14,11,5,1,0,0,13,5,13,8,61,14,61
Ismael Tiemoko Diomande,CAE,FRAN,M,18,1293,14,4,5,4,1,1,11,7,15,2,100,8,67
Dayot Upamecano,RBL,BUND,D,15,1292,14,1,0,5,0,0,34,5,16,0,103,8,79
Vukasin Jovanovic,BDX,FRAN,D,15,1288,14,1,0,7,0,1,35,11,21,0,101,5,81
Emiliano Velazquez,RV,LIGA,D,18,1275,14,4,2,8,0,0,47,7,32,3,78,15,111
Romain Del Castillo,REN,FRAN,M,28,1260,14,14,8,1,0,0,17,0,18,11,77,36,106
Pawel Jaroszynski,CHV,SERI,D,18,1260,14,4,5,2,0,0,23,4,18,11,71,8,75
Daniele Rugani,JUV,SERI,D,14,1260,14,0,0,2,0,0,15,14,5,0,50,0,49
Antonio Luna,LEV,LIGA,D,16,1259,14,2,3,4,0,0,15,7,10,12,99,7,46
Samuel Kalu,BDX,FRAN,M,20,1256,14,6,4,3,0,1,8,1,18,8,87,45,129
Emil Forsberg,RBL,BUND,M,20,1252,14,6,11,0,0,0,3,1,7,1,67,21,65
Geoffrey Kondogbia,VAL,LIGA,M,19,1244,14,5,4,1,0,0,27,7,33,0,100,21,111
Ignazio Abate,MIL,SERI,M,18,1242,14,4,6,3,0,0,18,6,19,6,68,4,57
Luiz Felipe,LAZ,SERI,D,16,1238,14,2,4,4,0,0,26,13,17,1,57,3,61
Wallace,LAZ,SERI,D,16,1234,14,2,3,3,0,0,30,7,13,1,88,3,55
Nicolas Otamendi,MCI,EPL,D,18,1234,14,4,1,1,0,0,29,4,14,0,70,2,70
Nordi Mukiele,RBL,BUND,D,19,1226,14,5,5,3,0,0,24,3,21,8,78,19,115
Dimitri Lienard,STR,FRAN,M,21,1220,14,7,5,1,0,0,17,1,17,6,91,16,65
James Edward Lea-Siliki,REN,FRAN,M,23,1218,14,9,9,2,0,0,10,1,17,6,67,12,66
Aaron Lennon,BUR,EPL,M,16,1215,14,2,4,1,0,0,10,0,16,3,44,7,50
Mehdi Zeffane,REN,FRAN,D,20,1213,14,6,5,4,0,0,18,5,13,4,66,4,46
Ivan Radovanovic,GEN,SERI,M,15,1192,14,1,5,2,0,0,10,4,9,1,89,6,80
Daniele De Rossi,ROM,SERI,M,17,1191,14,3,6,3,0,0,24,12,10,0,77,2,35
Jordan Ayew,CRY,EPL,F/M,20,1187,14,6,11,3,0,0,7,0,23,0,41,11,106
Jessy Deminguet,CAE,FRAN,M,19,1183,14,5,8,2,0,0,16,3,22,1,78,11,67
Alvaro Odriozola,RMD,LIGA,M/D,14,1179,14,0,2,2,0,0,11,1,25,10,61,7,55
Joao Miranda,INT,SERI,D,14,1160,14,0,3,3,0,0,15,7,7,0,67,1,44
Yangel Herrera,HUE,LIGA,M,16,1158,14,2,6,5,0,0,14,1,24,1,85,15,117
Jozabed,CEL,LIGA,M,20,1157,14,6,7,1,0,0,9,2,10,0,81,5,42
Oleksandr Zinchenko,MCI,EPL,M/D,14,1153,14,0,2,1,0,0,20,3,20,7,74,5,68
Ragnar Klavan,CAG,SERI,D,14,1141,14,0,3,1,0,0,10,13,6,1,65,1,44
Bruno,BHA,EPL,D,14,1136,14,0,5,2,0,0,11,2,16,5,67,4,46
Francesco Cassata,FRO,SERI,M,19,1128,14,5,9,9,0,1,6,1,11,2,71,19,68
Felipe,HAN,BUND,D,17,1096,14,3,4,4,1,1,36,9,15,0,52,2,72
Federico Di Francesco,SAS,SERI,F/M,19,1080,14,5,12,2,0,0,5,1,6,1,46,13,45
Karim Bellarabi,LEV,BUND,M,19,1057,14,5,7,4,0,1,10,0,6,12,60,19,46
Florent Balmont,DIJ,FRAN,M,19,1027,14,5,10,3,0,0,6,2,13,6,81,4,48
Cristian Tello,BET,LIGA,M,29,1559,13,16,1,4,0,0,16,0,20,9,96,26,74
Aleksandar Dragovic,LEV,BUND,D,19,1362,13,6,1,4,0,0,25,8,12,0,70,0,53
Jeremie Boga,SAS,SERI,F/M,24,1354,13,11,6,0,0,0,1,0,3,0,65,77,113
Manuel Pasqual,EMP,SERI,D,22,1339,13,9,6,2,0,0,12,0,19,21,65,2,42
Laurent Koscielny,ARS,EPL,D,17,1330,13,4,1,1,0,0,30,15,11,0,80,1,59
William Saliba,ETI,FRAN,D,16,1277,13,3,2,1,0,0,28,10,20,0,88,9,80
Victor Sanchez,ESP,LIGA,M/D,24,1257,13,11,4,9,0,0,25,2,30,1,69,6,108
Adnan Januzaj,RSO,LIGA,M,20,1252,13,7,5,1,0,0,6,0,8,14,59,65,114
Chema,LEV,LIGA,D,19,1251,13,6,4,7,0,0,19,11,19,0,51,2,65
Kevin Danso,AUG,BUND,M,18,1247,13,5,1,3,0,0,19,17,14,0,50,2,87
Dani Ceballos,RMD,LIGA,M,23,1246,13,10,8,3,0,0,15,1,21,2,102,14,95
Ross Barkley,CHE,EPL,M,27,1241,13,14,10,1,0,0,9,1,10,1,89,15,76
Gaitan Paquiez,NIM,FRAN,D,19,1236,13,6,1,4,0,0,14,6,27,1,69,6,73
Simon Francis,BOU,EPL,D,17,1227,13,4,1,1,0,0,18,7,14,11,65,5,85
Yann Karamoh,BDX,FRAN,M,22,1224,13,9,8,2,0,0,6,0,3,10,67,44,78
David Zurutuza,RSO,LIGA,M,21,1223,13,8,7,2,0,0,24,4,16,1,88,5,102
Vincent Kompany,MCI,EPL,D,17,1223,13,4,3,6,0,0,16,8,10,0,68,3,55
Patrick Erras,FCN,BUND,M,19,1219,13,6,1,1,0,0,23,13,10,0,51,0,64
Gerard Gumbau,LGN,LIGA,M,16,1196,13,3,0,4,1,1,13,2,16,4,61,4,52
Samuel Umtiti,BAR,LIGA,D,14,1190,13,1,1,4,0,0,18,8,5,0,82,4,39
Matt Targett,SOU,EPL,D,16,1187,13,3,2,2,0,0,27,3,19,9,56,1,55
Elias Kachunga,HUD,EPL,F/M,20,1181,13,7,6,2,0,0,4,1,9,5,43,10,76
David Costas,CEL,LIGA,D,15,1173,13,2,1,4,0,0,18,6,13,0,63,1,61
Leandro Paredes,PSG,FRAN,M,15,1171,13,2,2,1,0,0,14,5,18,0,90,5,70
Erik Pieters,AMN,FRAN,D,14,1171,13,1,0,2,0,0,15,11,24,2,58,7,92
Wesley Hoedt,SOU,EPL,D,13,1170,13,0,0,2,0,0,22,13,12,0,80,5,82
Merih Demiral,SAS,SERI,D,13,1170,13,0,0,3,0,0,16,9,14,0,54,4,79
Mattias Svanberg,BGN,SERI,M,22,1167,13,9,8,2,0,0,11,6,11,2,51,9,72
Miguel Veloso,GEN,SERI,M/D,20,1167,13,7,7,7,0,0,15,1,18,6,93,3,50
Charles Traore,NTE,FRAN,D,13,1164,13,0,1,3,0,0,17,3,20,8,73,1,89
Jordan Torunarigha,HB,BUND,D,14,1161,13,1,2,2,1,1,30,7,29,2,60,1,78
Cristian Molinaro,FRO,SERI,D,14,1160,13,1,2,2,0,0,15,4,10,11,72,7,60
Christopher Nkunku,PSG,FRAN,M,22,1155,13,9,6,0,0,0,9,2,15,3,56,23,86
Mattia Valoti,SPL,SERI,M,23,1154,13,10,12,6,0,0,19,0,19,3,52,9,90
Adrien Hunou,REN,FRAN,M,18,1151,13,5,6,1,0,0,5,0,7,0,37,3,48
Nathaniel Clyne,BOU,EPL,D,14,1145,13,1,4,2,0,0,16,3,18,4,58,4,45
James Rodriguez,BAY,BUND,M,20,1142,13,7,11,2,0,0,4,0,8,8,73,16,46
Tommy Smith,HUD,EPL,D,15,1142,13,2,1,2,0,1,18,4,13,5,65,3,49
Elvis Rexhbecaj,WOL,BUND,M,24,1141,13,11,11,4,0,0,14,2,18,4,76,9,90
Christoph Kramer,BM,BUND,M,18,1136,13,5,5,6,0,0,21,4,22,0,77,9,79
Juan Cuadrado,JUV,SERI,M,17,1134,13,4,7,4,0,0,18,2,14,13,68,16,76
Alfie Mawson,FUL,EPL,D,15,1130,13,2,2,2,0,0,19,17,7,0,64,0,48
Lukas Lerager,GEN,SERI,M,14,1124,13,1,3,4,0,0,18,1,18,7,48,4,87
Sergio Reguilon,RMD,LIGA,D,14,1121,13,1,3,3,0,0,20,3,14,4,69,11,78
Tin Jedvaj,LEV,BUND,D,16,1119,13,3,3,3,0,0,22,2,15,0,51,7,61
Lucas Hernandez,ATL,LIGA,D,14,1118,13,1,3,5,0,0,14,9,25,3,67,6,82
Lucas Biglia,MIL,SERI,M/D,16,1114,13,3,3,3,0,0,22,3,33,2,108,3,88
Youri Tielemans,LEI,EPL,M,13,1091,13,0,6,2,0,0,5,2,8,2,75,12,54
Roberto Gagliardini,INT,SERI,M,19,1085,13,6,5,4,0,0,16,3,13,2,46,5,82
Philipp Bargfrede,BRE,BUND,M,15,1084,13,2,8,6,0,0,34,11,15,0,78,3,69
Leonardo Bittencourt,HOF,BUND,M,21,1069,13,8,8,1,0,0,13,1,26,4,66,10,83
Oliver Fink,DUS,BUND,M,19,1066,13,6,8,5,0,0,13,3,22,2,79,9,138
Steven Zuber,SGT,BUND,M,13,1058,13,0,8,3,0,0,6,2,3,5,53,5,37
Fred,MUN,EPL,M,17,1042,13,4,8,2,0,0,16,2,17,2,105,10,60
Dennis Aogo,SGT,BUND,D,15,1027,13,2,5,1,0,0,8,1,9,5,63,5,36
Jeremy Gelin,REN,FRAN,D,21,1256,12,9,0,3,0,1,17,6,16,0,82,6,57
Anthony Limbombe,NTE,FRAN,M,29,1232,12,17,10,2,0,0,8,0,10,10,62,11,63
Borja Valero,INT,SERI,M,27,1226,12,15,9,4,0,0,17,1,19,4,97,5,53
Miha Zajc,EMP,SERI,M,20,1165,12,8,7,1,1,1,5,4,4,3,56,28,53
Alvaro Medran,RV,LIGA,M,21,1147,12,9,7,6,1,1,17,1,8,1,93,20,64
Romain Saiss,WLV,EPL,M/D,19,1144,12,7,2,7,0,0,26,12,26,2,82,5,109
Andre Hoffmann,DUS,BUND,D,14,1137,12,2,0,5,0,0,20,12,15,0,62,0,50
Pedro Obiang,WHU,EPL,M,24,1120,12,12,5,0,0,0,12,9,23,2,73,7,74
